accession,target_type,pref_name,chembl_id,standard_value,standard_units,standard_type,pchembl_value,chembl_id_ligand,max_phase,standard_inchi,standard_inchi_key,hba,hbd,rtb,num_ro5_violations,aromatic_rings,heavy_atoms,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score,year,Activity_type,canonical_smiles (Canonical),ExactMW,QED
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"2,55",nM,IC50,"8,59",CHEMBL3828518,,"InChI=1S/C24H27N9O4/c1-31(24-25-12-16(13-26-24)23(34)30-35)14-18-27-19-21(32(18)2)28-20(15-4-6-17(36-3)7-5-15)29-22(19)33-8-10-37-11-9-33/h4-7,12-13,35H,8-11,14H2,1-3H3,(H,30,34)",XNNZURYUKHKSRF-UHFFFAOYSA-N,12,2,7,2,4,37,13,2,2,"-1,56",2016,Active,COc1ccc(-c2nc(N3CCOCC3)c3nc(CN(C)c4ncc(C(=O)NO)cn4)n(C)c3n2)cc1,"505,218600344","0,277911816578794"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"2,7",nM,IC50,"8,57",CHEMBL3827517,,"InChI=1S/C22H24N10O3/c1-30(22-24-11-15(12-25-22)21(33)29-34)13-16-26-17-19(31(16)2)27-18(14-3-5-23-6-4-14)28-20(17)32-7-9-35-10-8-32/h3-6,11-12,34H,7-10,13H2,1-2H3,(H,29,33)",ZGYDQVJYONGOFO-UHFFFAOYSA-N,12,2,6,1,4,35,13,2,1,"-1,71",2016,Active,CN(Cc1nc2c(N3CCOCC3)nc(-c3ccncc3)nc2n1C)c1ncc(C(=O)NO)cn1,"476,203284628","0,300788053626651"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"2,816",nM,IC50,"8,55",CHEMBL4069908,,"InChI=1S/C31H34N4O4/c1-3-18-33-35-30(36)17-10-22-8-13-27(14-9-22)39-21-25(19-24-20-32-29-7-5-4-6-28(24)29)34-31(37)23-11-15-26(38-2)16-12-23/h4-17,20,25,32-33H,3,18-19,21H2,1-2H3,(H,34,37)(H,35,36)/b17-10+/t25-/m0/s1",SRCSTPATGCALRY-LWMHEAGWSA-N,5,4,13,1,4,39,8,4,1,"-0,39",2018,Active,CCCNNC(=O)/C=C/c1ccc(OC[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(OC)cc2)cc1,"526,258005568","0,115445960168444"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"3,0",nM,IC50,"8,52",CHEMBL4517151,,"InChI=1S/C22H27N7O3/c1-15-3-5-16(6-4-15)13-29-9-7-17(8-10-29)20-25-19(32-27-20)14-28(2)22-23-11-18(12-24-22)21(30)26-31/h3-6,11-12,17,31H,7-10,13-14H2,1-2H3,(H,26,30)",DSDPQMCYEOZWTA-UHFFFAOYSA-N,9,2,7,0,3,32,10,2,0,"-1,92",2019,Active,Cc1ccc(CN2CCC(c3noc(CN(C)c4ncc(C(=O)NO)cn4)n3)CC2)cc1,"437,217537724","0,423536382055791"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"3,0",nM,IC50,"8,52",CHEMBL4763061,,"InChI=1S/C22H26N6O2.ClH/c29-20(26-30)16-11-24-21(25-12-16)28-9-6-22(7-10-28)5-8-27(15-22)14-17-13-23-19-4-2-1-3-18(17)19;/h1-4,11-13,23,30H,5-10,14-15H2,(H,26,29);1H",CLWKBFQPPQNENW-UHFFFAOYSA-N,6,3,4,0,3,30,8,3,0,"-1,13",2021,Active,O=C(NO)c1cnc(N2CCC3(CCN(Cc4c[nH]c5ccccc45)C3)CC2)nc1,"406,211724072","0,455145529532505"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"3,1",nM,IC50,"8,51",CHEMBL1771484,,"InChI=1S/C18H23N3O4/c1-2-13-25-16-11-9-15(10-12-16)14-19-20-17(22)7-5-3-4-6-8-18(23)21-24/h1,9-12,14,24H,3-8,13H2,(H,20,22)(H,21,23)/b19-14+",YKIVECDGASVMLO-XMHGGMMESA-N,5,3,11,0,1,25,7,3,0,"-1,19",2011,Active,C#CCOc1ccc(/C=N/NC(=O)CCCCCCC(=O)NO)cc1,"345,168856216","0,187693310751754"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"3,2",nM,IC50,"8,49",CHEMBL4441774,,"InChI=1S/C21H27FN4O4S3/c1-11(2)17-19(28)30-13(6-12(22)4-5-31)7-15(27)23-8-16-24-14(9-32-16)18-26-21(3,10-33-18)20(29)25-17/h6,9,11,13,17,31H,4-5,7-8,10H2,1-3H3,(H,23,27)(H,25,29)/b12-6-/t13-,17+,21+/m1/s1",MZKAWTJEZRTNAV-FVRXXJLXSA-N,9,3,4,1,1,33,8,2,1,"1,22",2019,Active,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C(\F)CCS)OC1=O,"514,117846564","0,421053335459282"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"3,29",nM,IC50,"8,48",CHEMBL3827894,,"InChI=1S/C21H24N12O3/c1-31(21-25-9-13(10-26-21)19(34)30-35)11-14-27-15-17(32(14)2)28-16(12-7-23-20(22)24-8-12)29-18(15)33-3-5-36-6-4-33/h7-10,35H,3-6,11H2,1-2H3,(H,30,34)(H2,22,23,24)",GWNBFGJNUNUOOI-UHFFFAOYSA-N,14,3,6,1,4,36,15,4,1,"-1,53",2016,Active,CN(Cc1nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc2n1C)c1ncc(C(=O)NO)cn1,"492,209432628","0,237078838418798"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"3,4",nM,IC50,"8,47",CHEMBL3827814,,"InChI=1S/C23H26N10O3/c1-31(23-25-11-15(12-26-23)22(34)30-35)13-17-27-18-20(32(17)2)28-19(14-3-5-16(24)6-4-14)29-21(18)33-7-9-36-10-8-33/h3-6,11-12,35H,7-10,13,24H2,1-2H3,(H,30,34)",WZIGNCHAFITFNX-UHFFFAOYSA-N,12,3,6,1,4,36,13,4,1,"-1,57",2016,Active,CN(Cc1nc2c(N3CCOCC3)nc(-c3ccc(N)cc3)nc2n1C)c1ncc(C(=O)NO)cn1,"490,218934692","0,200816676861951"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"3,9",nM,IC50,"8,41",CHEMBL4060201,,"InChI=1S/C16H20N6O2/c23-14(21-24)5-3-1-2-4-8-22-10-12(9-20-22)15-13-6-7-17-16(13)19-11-18-15/h6-7,9-11,24H,1-5,8H2,(H,21,23)(H,17,18,19)",YRRVLBINSXVLFM-UHFFFAOYSA-N,6,3,8,0,3,24,8,3,0,"-1,09",2017,Active,O=C(CCCCCCn1cc(-c2ncnc3[nH]ccc23)cn1)NO,"328,16477388","0,333805229547009"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"4,65",nM,IC50,"8,33",CHEMBL3827281,,"InChI=1S/C23H26N10O4/c1-31(23-25-11-15(12-26-23)22(34)30-35)13-16-27-18-20(32(16)2)28-19(14-4-5-17(36-3)24-10-14)29-21(18)33-6-8-37-9-7-33/h4-5,10-12,35H,6-9,13H2,1-3H3,(H,30,34)",ZPAHLBXHWVNFMV-UHFFFAOYSA-N,13,2,7,2,4,37,14,2,2,"-1,79",2016,Active,COc1ccc(-c2nc(N3CCOCC3)c3nc(CN(C)c4ncc(C(=O)NO)cn4)n(C)c3n2)cn1,"506,213849312","0,268983495638087"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"4,8",nM,IC50,"8,32",CHEMBL1836144,,"InChI=1S/C23H39N3O6S3/c1-4-14(2)21-18(27)12-20(29)32-15(7-5-6-9-33)11-19(28)24-16(8-10-35-3)22(30)25-17(13-34)23(31)26-21/h5,7,14-18,21,27,33-34H,4,6,8-13H2,1-3H3,(H,24,28)(H,25,30)(H,26,31)/b7-5+/t14-,15+,16+,17+,18-,21+/m0/s1",QPHJHMOKVYIJGF-DSRNDQRRSA-N,9,6,9,2,0,35,9,4,1,"2,0",2011,Active,CC[C@H](C)[C@H]1NC(=O)[C@@H](CS)NC(=O)[C@@H](CCSC)NC(=O)C[C@@H](/C=C/CCS)OC(=O)C[C@@H]1O,"549,200098968","0,144192154241002"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"5,0",nM,IC50,"8,3",CHEMBL4852593,,"InChI=1S/C33H41N7O5/c1-22-6-7-29(45-22)28-17-26(34-19-23-8-13-40(14-9-23)33-35-20-24(21-36-33)32(41)38-42)25-16-30(43-2)31(18-27(25)37-28)44-15-5-12-39-10-3-4-11-39/h6-7,16-18,20-21,23,42H,3-5,8-15,19H2,1-2H3,(H,34,37)(H,38,41)",BZYQCFUKLXJLGU-UHFFFAOYSA-N,11,3,12,2,4,45,12,3,2,"-1,25",2021,Active,COc1cc2c(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,"615,316917412","0,113807706860301"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"5,0",nM,Ki,"8,3",CHEMBL3970532,,"InChI=1S/C20H25N3O2/c1-15-10-12-16(13-11-15)20(25)22-14-6-2-3-9-19(24)23-18-8-5-4-7-17(18)21/h4-5,7-8,10-13H,2-3,6,9,14,21H2,1H3,(H,22,25)(H,23,24)",VOPDXHFYDJAYNS-UHFFFAOYSA-N,3,3,8,0,2,25,5,4,0,"-1,05",2019,Active,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,"339,19467704","0,508162125579546"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"5,205",nM,IC50,"8,28",CHEMBL4097567,,"InChI=1S/C29H39N5O4/c1-3-17-32-34-27(35)12-6-4-5-9-18-30-29(37)26(19-22-20-31-25-11-8-7-10-24(22)25)33-28(36)21-13-15-23(38-2)16-14-21/h7-8,10-11,13-16,20,26,31-32H,3-6,9,12,17-19H2,1-2H3,(H,30,37)(H,33,36)(H,34,35)/t26-/m0/s1",HUWFWFGYLSDNMK-SANMLTNESA-N,5,5,16,1,3,38,9,5,1,"-0,58",2018,Active,CCCNNC(=O)CCCCCCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(OC)cc1,"521,300204728","0,145507489940313"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"5,63",nM,IC50,"8,25",CHEMBL4086442,,"InChI=1S/C30H33N5O4/c1-3-16-33-35-29(37)22-10-8-20(9-11-22)18-32-30(38)27(17-23-19-31-26-7-5-4-6-25(23)26)34-28(36)21-12-14-24(39-2)15-13-21/h4-15,19,27,31,33H,3,16-18H2,1-2H3,(H,32,38)(H,34,36)(H,35,37)/t27-/m0/s1",LYUHXLDJCYYUNT-MHZLTWQESA-N,5,5,12,1,4,39,9,5,1,"-0,74",2018,Active,CCCNNC(=O)c1ccc(CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(OC)cc2)cc1,"527,253254536","0,142567744874668"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"6,0",nM,IC50,"8,22",CHEMBL3605506,,"InChI=1S/C29H26N4O2/c30-24-13-7-8-14-25(24)32-28(34)23-17-15-20(16-18-23)19-31-29-33-26(21-9-3-1-4-10-21)27(35-29)22-11-5-2-6-12-22/h1-18,26-27H,19,30H2,(H,31,33)(H,32,34)/t26-,27+/m1/s1",FYAWEPJUGYZQDE-SXOMAYOGSA-N,5,3,6,1,4,35,6,4,1,"-0,46",2015,Active,Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@H](c3ccccc3)[C@H](c3ccccc3)O2)cc1,"462,205576072","0,331182260491462"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"6,12",nM,IC50,"8,21",CHEMBL4534191,,"InChI=1S/C17H21N3O/c1-2-12-19-20-17(21)15-8-10-16(11-9-15)18-13-14-6-4-3-5-7-14/h3-11,18-19H,2,12-13H2,1H3,(H,20,21)",GHXAGWZSAKFQHQ-UHFFFAOYSA-N,3,3,7,0,2,21,4,3,0,"-1,3",2020,Active,CCCNNC(=O)c1ccc(NCc2ccccc2)cc1,"283,168462292","0,540739848855991"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"6,5",nM,IC50,"8,19",CHEMBL4069631,,"InChI=1S/C24H32N4O4/c1-27(2)21-14-12-20(13-15-21)24(31)28(16-8-4-7-11-22(29)26-32)18-23(30)25-17-19-9-5-3-6-10-19/h3,5-6,9-10,12-15,32H,4,7-8,11,16-18H2,1-2H3,(H,25,30)(H,26,29)",LLBWUNKGCADDKQ-UHFFFAOYSA-N,5,3,12,0,2,32,8,3,0,"-1,19",2017,Active,CN(C)c1ccc(C(=O)N(CCCCCC(=O)NO)CC(=O)NCc2ccccc2)cc1,"440,242355504","0,267500199830682"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"7,0",nM,IC50,"8,15",CHEMBL4099599,,"InChI=1S/C34H49N5O6/c1-5-22(3)30-34(44)38-19-13-12-18-29(38)33(43)35-26(16-9-7-8-14-24(40)6-2)31(41)36-27(32(42)37-30)20-23-21-39(45-4)28-17-11-10-15-25(23)28/h10-11,15,17,21-22,26-27,29-30H,5-9,12-14,16,18-20H2,1-4H3,(H,35,43)(H,36,41)(H,37,42)/t22?,26-,27-,29?,30-/m0/s1",JWOGUUIOCYMBPV-BOLHLUFPSA-N,7,3,12,1,2,45,11,3,2,"1,17",2017,Active,CCC(=O)CCCCC[C@@H]1NC(=O)C2CCCCN2C(=O)[C@H](C(C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,"623,368284288","0,310879621869207"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"7,43",nM,IC50,"8,13",CHEMBL4516759,,"InChI=1S/C21H27F2N5O3S3/c1-11(2)15-16(29)26-13(6-4-5-7-32)21(22,23)19(31)24-8-14-25-12(9-33-14)17-28-20(3,10-34-17)18(30)27-15/h4,6,9,11,13,15,32H,5,7-8,10H2,1-3H3,(H,24,31)(H,26,29)(H,27,30)/b6-4+/t13-,15+,20+/m1/s1",KWYJMURUTYYRHS-SOPVHIDDSA-N,8,4,4,1,1,34,8,3,1,"1,08",2019,Active,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C(F)(F)[C@@H](/C=C/CCS)NC1=O,"531,124409164","0,351503124698008"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"8,21",nM,IC50,"8,09",CHEMBL4467713,,"InChI=1S/C21H26F2N4O4S3/c1-11(2)16-18(29)31-12(4-5-21(22,23)9-32)6-14(28)24-7-15-25-13(8-33-15)17-27-20(3,10-34-17)19(30)26-16/h4-5,8,11-12,16,32H,6-7,9-10H2,1-3H3,(H,24,28)(H,26,30)/b5-4+/t12-,16+,20+/m1/s1",PDJURBSVOZANDU-STRUHDSTSA-N,9,3,4,1,1,34,8,2,1,"1,27",2019,Active,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/C(F)(F)CS)OC1=O,"532,108424752","0,312518136082997"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"8,53",nM,IC50,"8,07",CHEMBL4446027,,"InChI=1S/C21H28FN5O3S3/c1-11(2)17-18(29)25-13(12(22)5-4-6-31)7-15(28)23-8-16-24-14(9-32-16)19-27-21(3,10-33-19)20(30)26-17/h5,9,11,13,17,31H,4,6-8,10H2,1-3H3,(H,23,28)(H,25,29)(H,26,30)/b12-5-/t13-,17-,21-/m0/s1",XRHLECJNJSLFEN-OUPKMXIISA-N,8,4,4,1,1,33,8,3,1,"1,01",2019,Active,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C(F)=C/CCS)NC1=O,"513,133830976","0,461451328515875"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"8,9",nM,IC50,"8,05",CHEMBL3622730,,"InChI=1S/C29H42N4O6S2/c1-5-7-8-9-10-14-25(35)40-15-12-11-13-20-16-23(34)30-17-24-31-22(18-41-24)28(37)32-21(6-2)27(36)33-26(19(3)4)29(38)39-20/h6,11,13,18-20,26H,5,7-10,12,14-17H2,1-4H3,(H,30,34)(H,32,37)(H,33,36)/b13-11+,21-6-/t20-,26+/m1/s1",WCZYLKXWWUKEBA-QUDUTUPQSA-N,9,3,11,1,1,41,10,3,1,"1,58",2021,Active,C/C=C1\NC(=O)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSC(=O)CCCCCCC)OC(=O)[C@H](C(C)C)NC1=O,"606,254577064","0,145439246259052"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"9,0",nM,IC50,"8,05",CHEMBL4225914,,"InChI=1S/C18H15FN4O3/c19-14-7-5-12(6-8-14)15-9-16(22-21-15)18(25)20-10-11-1-3-13(4-2-11)17(24)23-26/h1-9,26H,10H2,(H,20,25)(H,21,22)(H,23,24)",PANMZVOPZWWAGR-UHFFFAOYSA-N,4,4,5,0,3,26,7,4,0,"-1,73",2018,Active,O=C(NO)c1ccc(CNC(=O)c2cc(-c3ccc(F)cc3)[nH]n2)cc1,"354,11281856","0,416351911345745"
O15379,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,"9,4",nM,IC50,"8,03",CHEMBL1836042,,"InChI=1S/C24H41N3O6S2/c1-4-6-10-17-23(31)26-18(14-35)24(32)27-22(15(3)5-2)19(28)13-21(30)33-16(9-7-8-11-34)12-20(29)25-17/h7,9,15-19,22,28,34-35H,4-6,8,10-14H2,1-3H3,(H,25,29)(H,26,31)(H,27,32)/b9-7+/t15-,16+,17+,18+,19-,22+/m0/s1",SOUWDYWQNTVVMP-RIRJJDMNSA-N,8,6,9,2,0,35,9,4,1,"2,19",2011,Active,CCCC[C@H]1NC(=O)C[C@@H](/C=C/CCS)OC(=O)C[C@H](O)[C@@H]([C@@H](C)CC)NC(=O)[C@@H](CS)NC1=O,"531,243678032","0,151930320918865"
